#Drug	Gene	label
DB02733	P11802	1
DB03331	O14556	1
DB00668	P07550	1
DB01183	P03372	1
DB00068	P06737	0
DB00333	P10632	1
DB00484	P08913	1
DB06938	Q96RJ0	0
DB04920	P11712	1
DB03082	P00749	1
DB00232	P24941	0
DB00248	P21728	1
DB00799	P13631	1
DB00295	P41145	1
DB01136	Q8NBN7	0
DB03707	P29474	1
DB06835	Q9H8P0	0
DB01594	P21817	0
DB02662	P60981	0
DB01251	Q15842	1
DB03667	P05091	0
DB02701	Q9BZV3	0
DB08098	P15121	1
DB00402	P31644	1
DB07219	Q5JTZ9	0
DB06589	P16234	1
DB07866	P27338	0
DB07474	P49366	0
DB00559	P51692	0
DB04099	P09619	0
DB07010	P53779	1
DB05407	P15259	0
DB02058	P21802	1
DB03491	P54687	0
DB01197	P14780	1
DB00220	P05177	1
DB00402	P18505	1
DB07681	Q96RJ0	0
DB01159	P47869	1
DB01001	P07550	1
DB00232	P00915	1
DB04017	P11217	0
DB01685	Q6PEY2	0
DB00174	P56524	0
DB04216	P36542	1
DB00753	O75936	0
DB02220	P51681	0
DB03080	Gene	0
DB01191	O75306	0
DB01621	P05177	1
DB08771	P28845	1
DB04141	Q9UDW1	1
DB04054	P08697	0
DB07672	Q8IVL5	0
DB01782	Q9UQF2	1
DB02838	P14920	1
DB01472	P10635	1
DB04920	P06276	1
DB01367	O00408	0
DB01213	P04040	1
DB00051	Q9H2X9	0
DB04620	P06732	0
DB07375	P29460	0
DB00150	P14902	1
DB01221	P68371	0
DB06144	P50406	1
DB06695	P54855	1
DB00543	P14416	1
DB00004	P21802	0
DB00800	P18825	1
DB03957	P50281	0
DB08023	P16442	0
DB04910	P68371	1
DB01049	P35348	1
DB07165	P15309	0
DB02494	P39023	1
DB07636	P14625	0
DB06268	Gene	0
DB04956	P33681	0
DB00852	P17544	1
DB01186	P41595	1
DB04868	P10635	1
DB00194	Q99062	0
DB07318	P35228	1
DB00893	P02794	1
DB07936	P24941	1
DB00659	O00591	1
DB08462	P36544	0
DB04260	P23280	0
DB00734	P08913	1
DB00387	P08172	1
DB02028	P50607	1
DB06720	P14868	0
DB08398	Q03403	0
DB02195	Q16539	1
DB00139	Q9BZW2	1
DB00961	Q9P0X4	0
DB06201	A5X5Y0	0
DB00904	P05177	1
DB07316	Q16568	0
DB08765	O75899	0
DB04464	P00414	1
DB07446	O60603	0
DB01048	P19404	0
DB04816	P32238	0
DB01087	P08684	1
DB00463	P31644	1
DB00074	P31995	1
DB08363	P04637	1
DB00818	P20813	1
DB00215	P10635	1
DB01309	P05177	1
DB07149	O75469	0
DB00520	P05108	0
DB02822	P23368	0
DB00614	Q8WWT9	0
DB00605	Q9Y5Y4	1
DB00690	P47870	1
DB01403	P28223	1
DB07641	P25100	0
DB00413	P08913	1
DB07037	Q08426	0
DB08880	Q05901	0
DB00217	P48048	1
DB03666	P23919	1
DB00518	P04798	1
DB00205	O00764	0
DB00263	P22392	0
DB08231	P43080	1
DB00969	P11712	1
DB08507	P15509	0
DB04920	P05177	1
DB01153	Q8IYQ7	0
DB02325	P35520	0
DB02910	O95190	0
DB00157	Q16836	1
DB00087	P08637	1
DB03461	P00374	1
DB02679	Q05940	0
DB00541	O94760	0
DB00792	P07339	0
DB03195	P49221	0
DB00298	P35368	1
DB00909	Q9NY46	1
DB01407	P03891	0
DB01403	P05181	1
DB03044	Q16348	0
DB07247	P33260	0
DB05269	Q71U36	0
DB01046	P16152	1
DB01399	Q6NUS8	0
DB01189	P78334	1
DB01248	O75469	1
DB01126	P02787	0
DB00370	P14416	1
DB04851	Q9UNQ0	1
DB06708	P15121	0
DB08198	P09884	0
DB00266	Q08257	1
DB08617	P14550	0
DB03176	P12104	0
DB00133	P49591	1
DB02709	Q16678	1
DB01173	Q8TCU5	1
DB00114	O15382	1
DB02001	O95167	0
DB08073	P12277	0
DB05079	P35367	1
DB08128	P11086	1
DB01033	P12268	1
DB00911	Q9Y6M4	0
DB00458	P35348	1
DB06813	P00374	1
DB06151	P68371	0
DB00095	P08637	1
DB01407	P05023	0
DB08883	P12883	0
DB00381	P10635	1
DB06176	P43681	0
DB00263	O95168	0
DB00801	P18507	1
DB01647	P12318	0
DB07388	P35228	1
DB00322	P04818	1
DB01708	P18507	1
DB00493	P25098	0
DB00780	P80404	1
DB02044	P29475	1
DB06605	P20815	1
DB00537	P34995	0
DB01118	P10632	1
DB00186	P18505	1
DB05184	P42684	1
DB01564	P41091	0
DB01955	Q9NZK7	1
DB03845	P23919	1
DB04599	P42263	1
DB00637	Q12809	1
DB00266	P10721	0
DB00284	P14410	1
DB07133	O60551	0
DB06942	P08620	0
DB00371	P47869	1
DB07790	P20711	0
DB04091	Q96PF1	0
DB02908	P12931	1
DB07457	O15144	0
DB01437	P34903	1
DB01424	P33402	0
DB00778	P08183	1
DB05804	Q9UIC8	0
DB08473	Q9UJ70	0
DB02824	P11926	1
DB00536	Q14353	1
DB00102	P09417	0
DB00851	Q14181	1
DB02570	P98164	0
DB07230	Q15788	1
DB02585	Q02641	0
DB06770	P10632	1
DB04769	O94768	0
DB00502	P11712	1
DB05309	P08620	1
DB00758	P08684	1
DB06931	P00533	0
DB02297	P24941	1
DB00383	P20309	1
DB08095	P43116	0
DB00675	P20813	1
DB06730	P32239	0
DB05307	P20711	1
DB00381	Q8IZS8	1
DB04836	P17516	0
DB01558	P14867	1
DB01710	Q9HBL8	0
DB01444	Q16881	0
DB02379	Q6L8H2	1
DB00142	Q8TD30	1
DB04855	O00305	1
DB08058	Q9Y6F1	1
DB00972	P05177	1
DB00237	Q9UN88	1
DB01291	P11712	0
DB06151	P48637	1
DB08032	P52732	1
DB00078	P00736	1
DB01165	Q15125	0
DB00248	P21918	1
DB02281	Q04771	0
DB02181	O60939	0
DB03577	P15309	1
DB08009	P16499	0
DB00795	P23219	1
DB00661	P54284	1
DB00157	P28332	1
DB07384	Q14353	0
DB03807	Q16850	0
DB04464	P53611	1
DB08647	Q9NY65	0
DB05256	P04745	0
DB01388	O95180	1
DB03650	O60760	0
DB00829	P18507	1
DB02010	P24941	1
DB00773	P05177	1
DB00967	P10635	1
DB06848	Q15661	1
DB00296	Q9Y5Y9	1
DB00100	P00451	1
DB02472	P20823	0
DB00829	P11712	1
DB03559	P00326	1
DB00808	P15382	1
DB02315	P04049	0
DB06742	Q08257	0
DB08729	P52333	0
DB04173	P48651	0
DB02400	P15559	1
DB00134	P50579	1
DB01352	P47869	1
DB07336	Q13443	0
DB06929	Q13621	0
DB02464	P56937	0
DB08608	O95190	0
DB01159	Q12879	1
DB00633	P05181	1
DB08691	Q13200	0
DB05492	P35368	1
DB00349	P33261	1
DB00795	P09917	1
DB04409	P00338	0
DB00228	P05181	1
DB02363	Q9BYV1	0
DB01840	Q9NPH2	1
DB00376	P11229	1
DB00794	P47869	1
DB09034	O43614	1
DB02854	Q8IU85	0
DB04077	O60760	1
DB07946	P00734	1
DB06712	Q08289	1
DB04272	P27487	0
DB02840	P06737	0
DB05463	P51003	0
DB04679	P14784	0
DB02141	P21980	0
DB00842	P24046	1
DB02721	P00326	1
DB04673	Q96RD7	0
DB03085	P11413	1
DB08068	P21964	0
DB01018	P49189	0
DB04855	P18825	1
DB03796	P00709	1
DB04922	O60840	0
DB02803	O15374	0
DB03152	P10275	0
DB07985	Q13362	0
DB05206	P25101	1
DB00321	P28335	1
DB00820	P08684	1
DB07574	P19801	0
DB06204	P46098	1
DB04480	P51687	0
DB00013	P05120	1
DB00990	P11511	1
DB00857	P06276	0
DB01737	P07477	1
DB00073	O15530	0
DB00546	P31644	1
DB00428	P21926	0
DB01708	P14867	1
DB04681	P13716	0
DB05094	P10275	1
DB00071	P07339	1
DB00116	P31939	1
DB04941	Q5XXA6	1
DB04901	P69905	0
DB01559	P47870	1
DB01727	P68366	0
DB00457	P25100	1
DB00790	P06276	1
DB00142	Q99259	1
DB05241	P42338	1
DB04645	Q9NPA2	0
DB00131	P23109	1
DB07724	Q13332	0
DB02589	P23458	0
DB05012	P45844	0
DB00413	Q15788	0
DB08487	P06493	0
DB00334	O00591	1
DB07969	P08581	1
DB07278	P00734	1
DB00130	P08243	1
DB08062	P31994	0
DB07877	P08238	1
DB02556	P22735	0
DB06734	P49448	0
DB05199	P20648	0
DB03330	O95477	0
DB08751	Q9NXA8	0
DB08782	P00918	1
DB00091	Q99835	0
DB06201	Q15858	1
DB03866	Q5XXA6	0
DB00421	P06401	1
DB08092	P10915	0
DB00370	P46098	1
DB02527	P31323	1
DB07675	Q9UHY7	0
DB00942	P11229	1
DB04754	P00491	1
DB02999	O75676	0
DB00141	P51606	1
DB01624	P10635	1
DB01007	P60174	0
DB07714	P02461	0
DB05395	Q14145	0
DB04335	Q16568	0
DB07785	P49257	0
DB03062	O60882	0
DB08009	P15428	0
DB00819	P00915	1
DB08730	P14543	0
DB00163	P09601	1
DB02468	Q5JPH6	0
DB00237	P35367	0
DB00794	O94760	0
DB02029	P34913	1
DB00514	P43681	1
DB04444	P30085	1
DB07917	P32754	0
DB05215	P47929	0
DB00163	P09210	1
DB01558	P31644	1
DB03976	P14784	0
DB00477	Q16795	0
DB00818	P18505	1
DB04009	P63208	0
DB04000	O15270	0
DB00268	P28222	1
DB08363	Q14571	0
DB07045	P11142	1
DB01660	O14874	1
DB06729	P20813	1
DB00197	Q99808	1
DB07802	P17948	0
DB00908	P10635	1
DB00041	Q9ULK0	0
DB00044	P16118	0
DB06940	Q16539	1
DB00509	P33527	0
DB00783	P22309	1
DB01054	Q8NBQ5	0
DB01097	P11216	0
DB00388	P05177	1
DB00448	P11712	1
DB01964	P00918	1
DB01068	P31644	1
DB05168	P14207	1
DB00031	P05787	1
DB03792	P01834	0
DB00788	Q9Y5R8	0
DB03175	P61626	1
DB08097	P35498	0
DB01240	Q13630	0
DB07787	Q9NWM0	0
DB02084	P80365	0
DB07213	P45844	0
DB05431	P09917	1
DB07225	P14854	0
DB02264	Q9Y663	1
DB03664	P00387	0
DB06831	P48736	1
DB04069	P53355	1
DB06856	P36542	0
DB01394	Q9H4B7	1
DB08519	P35968	1
DB01048	P22033	0
DB07329	Q8WTV0	0
DB00292	P34903	1
DB08028	P49916	0
DB07231	P07858	1
DB08864	P00797	0
DB00257	P35749	0
DB00714	P21728	1
DB00074	P09871	1
DB05087	P31644	1
DB01169	P08684	1
DB01273	Q9UBS5	0
DB00004	P31785	1
DB08382	P27487	1
DB08070	P17612	1
DB00093	Q04759	0
DB02081	P07477	1
DB00145	Q9Y345	1
DB08486	P69905	1
DB04301	Q08257	0
DB03707	Q9UI32	0
DB00545	P08684	1
DB07195	Q15596	1
DB00142	O00222	1
DB00869	P07204	0
DB05266	Q08499	1
DB01169	P24385	1
DB06603	Q969S8	1
DB00622	P08172	1
DB07772	P22894	1
DB00909	Q06278	1
DB06413	P08684	1
DB03759	Q8TDS4	0
DB00048	P02461	1
DB00146	O15528	1
DB00575	P35368	1
DB00201	P03951	0
DB02287	P07477	1
DB07447	P51857	1
DB07484	P15085	1
DB00661	Q12809	1
DB03608	P19801	1
DB07702	P16519	0
DB01409	P08172	1
DB07897	P14410	0
DB01149	P28223	1
DB00543	Q01959	1
DB07415	P56817	1
DB05298	O76083	0
DB00490	P14416	1
DB00502	P20815	1
DB00028	P01024	1
DB00617	Q9P0X4	1
DB05740	Q96PR1	0
DB01107	O00591	1
DB06804	P35354	1
DB00082	P15104	1
DB01041	P05177	1
DB00951	P11245	1
DB04855	P35348	1
DB00361	O94903	0
DB03944	P05108	0
DB00818	P47870	1
DB00973	Q16795	0
DB08510	P01859	1
DB00277	P04798	1
DB01020	P42338	0
DB07835	Q16539	1
DB05199	P08246	0
DB00306	P47870	1
DB02373	P49789	1
DB01168	P47989	1
DB03448	Q14654	0
DB06741	P22309	1
DB04136	P48507	0
DB04512	P48547	0
DB07960	P07359	0
DB02533	P35228	1
DB06738	P10632	1
DB03109	Q9P2W7	0
DB03435	P11488	0
DB00320	P28221	1
DB02833	Q09428	0
DB01622	P08908	1
DB02594	P07766	0
DB04315	P63000	1
DB00157	O00483	1
DB05125	P08700	0
DB07086	Q15596	1
DB08187	O00591	0
DB01558	Q8N1C3	1
DB04575	P03372	1
DB01182	P08684	1
DB06655	P27487	1
DB03945	Q96BH3	1
DB00462	P20309	1
DB04599	P14416	1
DB00610	P35348	1
DB00316	P08684	1
DB05387	P39900	1
DB05249	Q99062	1
DB00973	P07384	0
DB07117	Q08828	0
DB00231	P33261	1
DB03701	P08684	1
DB01101	Q9UI09	0
DB03721	P16109	1
DB00540	P31645	1
DB02207	P29474	1
DB03783	P10635	1
DB08028	Q9Y6Y9	0
DB00630	Q9HAW7	0
DB03150	P23109	0
DB04645	P11217	1
DB00813	P14543	0
DB05064	Q6ZQY3	0
DB07099	Q8NG66	0
DB08605	O43923	0
DB03740	P01857	1
DB00852	P18848	1
DB03642	P13726	0
DB01233	P15538	1
DB06945	Q9NVH6	0
DB08577	P22303	0
DB04094	P49354	0
DB01640	Q13370	1
DB01095	P10635	1
DB07506	Q6VVX0	0
DB01623	Q99712	0
DB03504	O43548	0
DB07013	P04798	0
DB07920	Q15788	0
DB07791	P62942	0
DB05030	P35968	1
DB02573	P07998	1
DB08882	P14543	0
DB04606	P08709	1
DB08608	Q15119	1
DB01355	P34903	1
DB01062	P20815	1
DB00435	P78329	0
DB00087	P31994	1
DB00850	P62158	1
DB00157	Q9P0J0	1
DB00054	O75015	1
DB00758	P20813	1
DB01239	P21728	1
DB03102	Q7Z2H8	0
DB07712	P03372	1
DB02093	Q9NZK7	0
DB01624	P09110	0
DB03882	Q92731	1
DB00588	P08684	1
DB08996	P25705	0
DB01844	Q03154	0
DB07800	P07384	0
DB01232	P20815	1
DB08025	P53779	1
DB00008	Q9NSE4	0
DB01211	P05177	1
DB00648	P42768	0
DB00051	P01375	1
DB08626	Q9NSD5	0
DB00221	P49588	0
DB04633	P01189	0
DB00387	P32754	0
DB02603	Q9Y6Y9	0
DB00404	P48169	1
DB08673	P80188	0
DB05752	P08912	1
DB00128	P30520	1
DB08816	P31749	0
DB00654	Q99873	0
DB01032	P08684	1
DB07005	P00734	1
DB05369	Q16134	0
DB00381	P20813	1
DB08478	P43235	0
DB00381	P05177	1
DB06203	P27487	1
DB04849	Q96EN8	0
DB00420	P14416	1
DB02481	P08709	0
DB07348	Q99418	1
DB00586	P10632	1
DB04739	Q16654	0
DB00511	P62837	0
DB00238	P08684	1
DB02558	P08473	1
DB00349	P18505	1
DB02068	P60568	0
DB00977	P03372	1
DB00747	P14410	1
DB04099	Q96T66	1
DB00585	Q5TDP6	0
DB01588	P48169	1
DB05822	Q9NZV6	0
DB03929	Q05586	1
DB08172	P01892	0
DB02175	Q9HAW7	0
DB00770	P35367	0
DB00492	O75715	0
DB06914	P48066	0
DB00422	P10635	1
DB00571	P24462	1
DB01373	Q01082	1
DB00541	P68366	1
DB01005	P10635	1
DB07594	Q9Y619	0
DB00142	Q8TCU5	1
DB02637	O75390	1
DB00851	P04798	1
DB04459	P00746	1
DB07947	P61925	1
DB00241	P36544	1
DB02890	P06756	0
DB01069	P20309	1
DB07081	Q96QT4	0
DB08846	P28222	0
DB00290	Q04844	0
DB00366	P11309	0
DB01877	Q9UQL6	0
DB07255	P04118	0
DB03767	Q8NE62	0
DB02259	P16233	0
DB01007	P68400	0
DB01159	P98194	1
DB03127	Q92876	1
DB03276	O14594	0
DB07130	P53004	0
DB00240	Q9H3S4	0
DB04700	Q9Y2Q3	1
DB08828	P24298	0
DB00633	P08913	1
DB07146	P08069	0
DB06770	P10635	1
DB00199	P08684	1
DB07853	Q9P289	1
DB04144	P34130	0
DB00850	P11712	1
DB06695	O60656	1
DB01220	Q14994	0
DB01189	P03886	1
DB00687	Q9Y694	0
DB01166	P24462	1
DB06868	O00555	0
DB00754	Q14524	1
DB01274	P11712	1
DB00589	P04234	0
DB00786	Q16774	0
DB00908	P24462	1
DB01191	Q8IWL2	0
DB00364	P49619	0
DB07128	Q16878	0
DB01160	P43119	1
DB02258	P24394	0
DB01731	O43175	0
DB00653	Q03181	0
DB00138	O60931	1
DB01255	Q01959	1
DB01248	Q9H4B7	1
DB06795	Q9UN88	0
DB01388	O00305	1
DB03326	O14594	0
DB01727	P48735	1
DB02266	P35354	1
DB00960	P28222	1
DB00031	P05121	1
DB06892	O75874	0
DB07846	P22303	1
DB00477	P08684	1
DB01254	P10721	1
DB00044	P28702	0
DB05004	Q15761	1
DB06850	P22310	0
DB00312	Q16445	1
DB07194	P32321	0
DB01076	P16662	1
DB02148	P62937	0
DB01137	P11388	1
DB00120	O95363	1
DB00835	P10632	1
DB08515	P25788	1
DB03226	P00326	1
DB08302	Q8NFW8	0
DB05255	P19438	0
DB00126	Q8IVL5	1
DB01488	Q99720	1
DB01997	P29474	1
DB08860	P10632	1
DB08312	P24941	1
DB03594	P14902	0
DB00159	O14842	1
DB01777	Q16613	1
DB01049	P35368	1
DB04315	P62826	1
DB07080	O75469	1
DB05822	Q9H4B7	0
DB00370	P05177	1
DB06878	Q8N9I0	0
DB01852	Q6NUS8	1
DB08397	P18031	1
DB07942	P14778	0
DB04311	P54710	0
DB00119	P30049	0
DB06216	P00403	0
DB01361	P11509	1
DB05087	P47869	1
DB04136	P63096	0
DB08320	Q15596	1
DB08676	P49356	1
DB03306	P12931	1
DB02648	Q13332	0
DB03542	P08700	0
DB00540	P25100	1
DB02201	P04181	0
DB00915	Q8TCU5	1
DB05694	P30968	1
DB01029	P35503	1
DB01037	P08684	1
DB00157	P50213	1
DB06836	P48736	1
DB04564	P09848	1
DB01275	Q16134	0
DB08224	Q14003	0
DB00081	P09211	0
DB00172	Q53H96	1
DB01170	P08684	1
DB04622	P62312	0
DB00136	P08684	1
DB08345	P68400	1
DB00328	P33261	1
DB04866	P14555	0
DB01864	P02795	0
DB02315	Q02318	0
DB00580	Q13093	0
DB07196	P09960	1
DB08150	P61925	1
DB01100	P20815	1
DB06016	P08908	1
DB02175	P09012	1
DB06701	Q5JTZ9	0
DB00964	P00915	0
DB00392	P08172	1
DB00364	P21802	0
DB00617	P11712	1
DB08007	Q9Y277	0
DB03396	P53582	0
DB07664	Q16566	1
DB06908	P11498	0
DB01277	P11717	1
DB09043	Q9UHI5	0
DB08377	Q99542	0
DB04725	Q9NZK7	1
DB01106	O95665	1
DB01002	P08684	1
DB07020	P45984	1
DB01403	P20309	1
DB04988	Q04609	0
DB03453	Q9UHQ9	0
DB02306	P32927	0
DB07609	P43155	0
DB01961	Q13363	0
DB07444	P53355	1
DB08247	P68363	0
DB01267	P21917	1
DB05359	P47871	0
DB06155	P21554	1
DB07087	Q16832	0
DB03909	P06213	1
DB00110	P02745	1
DB01049	P18089	1
DB00844	P43119	0
DB00006	P08243	0
DB00708	P49448	0
DB07881	Q13509	0
DB03417	P14778	0
DB00114	P11926	1
DB05096	P30837	0
DB08355	P09960	0
DB07078	Q99933	0
DB01137	P05177	1
DB00644	P18510	0
DB00317	P20815	1
DB00284	P20273	0
DB08396	P01768	1
DB00627	P10635	1
DB06861	P22460	0
DB03971	Q9HAW7	0
DB08790	O94808	0
DB00808	P51787	1
DB08562	P01834	1
DB00661	Q14524	1
DB03731	P78540	1
DB03169	O60674	0
DB02218	P19438	0
DB06603	Q9BY41	1
DB01069	P31639	0
DB08530	P05129	0
DB07712	Q03405	0
DB08229	P42574	1
DB00289	Q14957	1
DB07920	Q9UIC8	0
DB00285	P20813	1
DB05481	P01009	1
DB00789	Q13882	0
DB07755	Q15119	0
DB00054	P02745	1
DB01104	Q01959	1
DB07315	P22061	0
DB08051	P27487	1
DB00157	P49189	1
DB01189	P34903	1
DB05876	P27815	1
DB08751	Q9HD40	0
DB00908	P05177	1
DB11363	P26440	0
DB00436	P34913	0
DB01327	P27169	1
DB04919	Q8IVH4	0
DB08060	P43166	0
DB08750	P35228	1
DB00114	Q96I15	1
DB04214	P16930	0
DB00530	P08684	1
DB03994	P50281	0
DB08133	Q9NZV6	0
DB01306	P06213	1
DB01727	Q99798	1
DB08294	P10745	0
DB00734	P18825	1
DB07431	P26447	0
DB00173	O00763	1
DB08210	Q00975	0
DB01445	P27338	1
DB00912	Q6TME4	0
DB00371	O14764	1
DB07525	P42574	0
DB00877	P62942	1
DB05254	P00749	1
DB00544	O95045	1
DB01587	Q8N1C3	1
DB00487	P30711	0
DB05246	O15270	0
DB07161	P30872	0
DB01053	Q8TDS4	0
DB08865	Q9UM73	1
DB03479	O14841	0
DB08078	O15111	0
DB04839	P16499	0
DB00615	P07900	1
DB00640	P29275	1
DB03597	O76083	1
DB03040	O60896	0
DB07395	P33527	0
DB02538	P07585	0
DB00419	Q16739	1
DB01138	P33527	1
DB04562	Q99798	1
DB01765	P08697	0
DB04088	P13498	0
DB03023	P08217	0
DB05408	Q16795	0
DB00753	P18505	1
DB01354	P31644	1
DB00459	P10276	1
DB01138	P11712	1
DB00568	P49146	0
DB00905	P43088	1
DB04540	P35398	1
DB00161	P05166	1
DB08357	P48449	0
DB04465	Q9NZD2	1
DB05521	P38606	0
DB05014	P36888	1
DB06865	P00734	1
DB00280	Q9GZT9	0
DB02112	O60547	0
DB00393	O60840	1
DB04495	Q14914	0
DB01221	P08684	1
DB01665	Q9UKY3	0
DB02209	Q16772	0
DB04672	O00591	0
DB06948	O14763	0
DB02678	P23945	0
DB00475	P10635	1
DB07612	P24941	1
DB00983	P11712	1
DB00752	P05181	1
DB09079	P35916	1
DB07010	P49720	0
DB07994	P35498	0
DB04493	P06744	1
DB00408	P35462	1
DB08828	P01768	0
DB03103	P30041	0
DB00906	P30531	1
DB00150	P20711	1
DB00683	P48169	1
DB01626	Q9ULK0	0
DB04472	Q96KC2	0
DB05053	Q16798	0
DB01174	O15399	1
DB00020	P32927	1
DB05360	P30542	1
DB08553	P11766	0
DB05759	P67775	0
DB00835	P00395	0
DB00934	P11229	1
DB00177	P30556	1
DB07161	P02778	0
DB07211	P21926	0
DB00091	P20815	1
DB04522	P05451	1
DB01588	P28476	1
DB04661	P07327	0
DB08794	P28702	0
DB08374	P17538	1
DB01132	P10632	1
DB00235	Q14432	1
DB05271	P07355	0
DB00125	Q96A70	1
DB01320	P20813	1
DB01021	Q9NY47	0
DB02890	P11172	1
DB02185	Q99470	0
DB01007	Q16850	1
DB00145	Q12879	1
DB08080	Q13332	0
DB01159	P18505	1
DB01200	P08913	1
DB00392	Q07912	0
DB01699	P07108	0
DB04451	Q9UKL6	0
DB04187	P41250	0
DB02622	O43772	0
DB08779	P63096	0
DB08893	P06213	0
DB01043	Q8TCU5	1
DB05191	P03915	0
DB08515	P28070	1
DB05351	P20648	1
DB01548	Q5JVS0	0
DB00968	P53609	0
DB03251	O95263	0
DB07549	Q15067	0
DB00216	P30939	1
DB07500	O15382	0
DB00823	P20810	0
DB01772	P78352	0
DB01810	Q9UBX1	1
DB00999	P38435	0
DB04392	P51170	0
DB00612	P16112	0
DB00909	Q9UI33	1
DB00921	P35372	1
DB01766	P54577	1
DB02045	P49585	0
DB04574	P08684	1
DB01260	P04150	1
DB02758	Q9H8P0	0
DB01011	P19099	1
DB01224	P14416	1
DB03766	P09110	0
DB00250	P33261	1
DB08707	P05091	0
DB06594	P49286	1
DB01248	P27816	1
DB00306	P18507	1
DB07317	O60294	0
DB01003	P35568	0
DB08373	P17735	0
DB06702	Q9Y6Y9	0
DB00400	P05177	1
DB01628	P13612	0
DB00554	P11712	1
DB05022	Q02880	1
DB02661	P01857	0
DB00195	P40616	0
DB01594	P31644	1
DB03459	P48060	0
DB05472	P17181	1
DB00224	O14964	0
DB00731	Q09428	1
DB01136	P35348	1
DB05253	P49841	0
DB00131	Q13131	1
DB02692	Q9BYV1	0
DB04432	Q9UL51	0
DB07913	Q92696	0
DB06817	P28702	0
DB03554	Q16774	0
DB02058	Q9H4B7	0
DB04841	P20813	1
DB00674	Q15822	1
DB00369	P19971	1
DB00804	Q96Q40	0
DB01422	Q8NBN7	0
DB03663	P24941	1
DB00172	Q7L3T8	1
DB07014	O43617	0
DB05271	Q14721	0
DB00935	Q9Y691	0
DB00019	Q16651	0
DB00241	P18507	1
DB04117	P78330	0
DB00312	Q8TCU5	1
DB00501	P24462	1
DB00312	P48169	1
DB06932	P18031	0
DB00514	P14598	1
DB00777	Q15111	0
DB05855	P17787	1
DB08130	Q02750	1
DB04794	P08684	1
DB00363	P28566	1
DB00694	Q16678	1
DB00594	Q13956	0
DB00439	Q9UBX3	0
DB04763	P00918	1
DB02991	P10276	0
DB05796	Q99250	0
DB00951	Q9UDW1	0
DB05153	P49419	0
DB04794	O14672	0
DB02659	P04054	1
DB04216	P06576	1
DB00661	Q13698	1
DB03102	P40429	0
DB00371	Q99928	1
DB05488	P0DMS8	0
DB08903	P01595	0
DB00666	P54687	0
DB00381	P54289	1
DB07375	Q99470	0
DB00537	P15391	0
DB06990	O14746	0
DB01288	P08588	1
DB06699	Q8WUI4	0
DB08791	P05091	0
DB08231	P04818	0
DB00228	P42261	1
DB00420	Q9H4Y5	0
DB00349	Q8N1C3	1
DB00706	P08684	1
DB03368	Q9UI32	0
DB00306	Q13002	1
DB00128	Q03154	1
DB00875	P11229	1
DB00904	P17787	0
DB00568	P14416	1
DB05362	P04049	0
DB04661	P08246	0
DB00733	Q9UP95	0
DB01136	O95298	1
DB07913	Q9Y6Y9	0
DB07212	P03951	1
DB03765	P52209	0
DB02681	P49336	0
DB00904	P24462	1
DB01439	O00764	0
DB08321	P28222	0
DB08676	P07900	0
DB02526	P07477	1
DB00228	P28472	1
DB00753	P34903	1
DB03909	O14983	1
DB00715	P08173	1
DB01126	Q05315	0
DB05199	Q16795	0
DB04137	P10114	1
DB00752	P33261	1
DB03032	P09960	0
DB00114	P17174	1
DB07627	P07384	1
DB00122	Q8TCT1	1
DB05004	P49146	1
DB00174	P08243	1
DB06942	O15375	0
DB02239	P25789	0
DB00157	O15239	1
DB01162	P35348	1
DB00867	P22314	0
DB00567	P03886	0
DB04978	P11388	1
DB02731	P55809	1
DB00421	P54289	1
DB07017	Q14534	0
DB02510	P07814	1
DB07842	P42126	0
DB00186	O14764	1
DB08658	P01023	0
DB05319	P10275	0
DB01339	P20472	0
DB00167	P51857	0
DB01708	P47870	1
DB02391	P23141	0
DB01412	Q99436	0
DB00224	P16442	0
DB02045	P41594	0
DB00938	P24462	1
DB00731	P11712	1
DB01395	P35354	1
DB00233	P09917	1
DB01587	P18505	1
DB05109	P11712	1
DB02716	P54687	0
DB08870	P21731	0
DB00062	P11712	1
DB03690	P45983	0
DB01727	P04626	0
DB00934	P08172	1
DB04770	P48029	0
DB01301	P08684	1
DB06800	P18846	0
DB08295	P04211	1
DB03365	Q05315	0
DB07724	Q13956	0
DB04578	Q9UGM1	0
DB08121	P51170	0
DB01587	P14867	1
DB08744	Q01581	0
DB05190	P04049	1
DB03695	Q8IVS2	0
DB08765	A8MPY1	0
DB08173	Q9H228	0
DB00250	P35749	0
DB01832	P13500	0
DB01645	Q14289	1
DB02902	Q7Z2Z2	0
DB03519	P00480	1
DB06688	P11413	0
DB05767	Q00653	1
DB08132	O75460	0
DB07493	P15086	0
DB01099	P22459	0
DB00499	P35869	1
DB00056	P12314	1
DB00291	P09211	1
DB08304	P35499	0
DB01307	P29074	0
DB00277	P30542	1
DB00661	Q08289	1
DB00349	O14764	1
DB03877	P02747	0
DB00044	P22888	1
DB08133	P11717	0
DB03626	P28331	0
DB08276	Q6ZQY3	0
DB02217	O95182	0
DB01288	P13945	1
DB07687	P24941	1
DB01893	P05546	0
DB08907	P63092	0
DB06273	P05556	0
DB07546	P21695	0
DB08910	P01375	1
DB07641	P05230	0
DB03124	Q9Y3R4	0
DB04454	P78352	0
DB08411	P01857	1
DB03904	P05089	1
DB00347	P11712	1
DB00464	P25774	0
